86.68611564	39.44847082
4.240446512	92.75669609
29.67314773	69.04748391
30.75894922	70.67048992
50.36944812	39.96650802
51.45560537	44.87427894
52.73806616	73.7150035
78.05432785	29.30981825
51.95877086	10.12542855
3.727746937	7.72276081
32.09995205	39.87325869
82.98911157	18.20318122
67.54112163	92.05285152
81.74631029	32.95844467
82.21366797	22.07403821
55.65478172	4.002382787
81.72824536	0.902052316
9.937542134	46.69725997
26.31664832	57.35563798
73.77698417	43.93138522
92.23387358	37.13855077
60.31183616	51.11861897
90.12058767	23.17899984
23.34716117	53.20175465
83.10006542	70.37798064
93.51000027	22.21248431
19.43857317	41.70353266
56.09544142	28.15440591
86.77264576	2.351357255
11.79064385	24.2134024
99.24103977	49.62749465
7.405641129	26.61319745
41.09573879	40.52106171
0.046730495	93.86891337
91.22430695	76.80916668
12.76442821	9.934437341
72.28077489	67.00601749
73.72480352	82.19150403
16.08410915	1.925345941
85.19523509	27.18623062
6.263198717	20.26454391
27.89234559	7.877357688
76.51856074	29.55883286
67.94358882	34.74325997
32.19915396	27.98947266
4.793130229	64.11557398
88.18278992	77.92600151
41.40291794	37.28539104
78.14101532	56.68094141
77.34980066	24.75807638
38.92493465	96.94099025
66.50139053	52.75959804
82.22939169	2.422266536
42.86705839	27.27691347
31.89849418	54.32582721
75.30859024	39.89055656
27.29352699	55.8827082
99.87330269	13.02008012
33.98784297	41.75287401
73.78590866	46.95608326
7.278817535	29.0261502
47.16799376	78.55982001
32.21788094	3.82321593
18.68400282	35.98343682
51.01234807	49.1240907
77.40642934	76.0729563
73.07727739	74.01665723
52.97103341	30.95574327
89.10925253	45.93515631
97.75563461	63.71543652
93.89714929	1.633432546
70.59088282	9.296128826
85.81022012	12.5328216
45.61199112	74.86985739
34.12917821	92.5989482
68.88413315	39.62588903
59.54971787	77.17087079
35.38755098	48.89230242
3.574678736	48.97571334
55.26525456	53.93975911
1.272724412	48.50193949
11.29185044	1.639429422
12.12385584	80.23877849
75.2678229	62.58581521
32.5216085	13.09383207
18.54071758	29.90283161
75.34838361	14.02149937
98.76153493	52.74224377
16.41131178	98.5396999
89.79640402	14.5756932
8.230942666	65.44245959
74.33064813	29.7029916
46.53000297	0.364509489
31.77392616	34.27320392
43.70723978	3.409503175
93.52275882	82.19162207
73.69887174	40.6581965
38.84059057	57.31963315
73.48591618	74.21548576
58.55195147	1.58763658
88.30175026	4.088564698
81.37278873	74.3585102
75.16426815	39.52316451
34.67873244	79.33453354
21.96771025	42.41723991
83.55893649	52.6144397
48.08613652	83.99109035
35.56019769	76.97107957
42.8001951	24.40483955
29.24838375	61.84837859
94.06056589	41.75604502
53.46611098	95.34178567
52.65142165	43.84330049
7.167285503	32.08232327
16.81432997	43.15442665
19.66287546	27.46063494
24.93367578	61.34447063
9.836246945	36.38002967
91.35873833	84.46429498
52.88288715	83.73776049
15.63702593	84.82825228
60.08307421	23.07515046
41.52821057	40.54092351
21.98246507	90.95453186
17.73174188	41.07973911
22.81789022	39.77926141
14.18482767	40.17743501
35.11298511	41.34712402
52.26502167	73.90416284
5.098762879	27.17403801
33.81552491	86.22273423
94.01172523	42.51367756
69.7980482	54.61816663
91.63376002	1.783830681
45.8958954	25.65478913
69.00522982	69.61993524
81.86029884	26.85986713
55.21630172	19.74194505
57.21245799	73.69608189
9.887133097	90.02885747
73.23175841	17.43339884
34.24312501	6.040942496
47.00861788	99.53540747
65.89266269	32.61373662
2.475108224	27.16501661
43.38972755	76.72974208
64.19352264	31.68594565
31.6412692	70.63252684
86.39857223	45.65385764
63.53245152	48.72188708
3.550572734	12.61521254
60.08668077	94.13560246
97.67559742	77.08095084
89.24839999	18.7735141
70.45678129	80.10718752
93.73382968	87.29005362
56.10472006	70.85969043
71.22197681	69.40670854
98.81723288	50.83198135
16.33169171	87.78238312
6.138880919	36.5137171
67.74929781	56.62177034
0.390869573	88.86577681
0.809413911	1.8386984
22.37526347	89.19139645
67.76521138	1.83878929
76.06981866	44.20366125
27.09534133	60.40975592
69.88133898	24.96214404
57.09454851	33.24266852
23.25336535	78.33638905
57.06598404	38.73150305
19.53432571	88.70834177
44.13600348	59.45317656
80.36220337	54.7602589
88.91245355	44.20662088
34.57631004	49.53572578
72.73606441	78.33893783
9.386133648	64.69275741
38.95569669	96.31056783
58.46214271	59.84467075
27.78482541	60.62189866
50.77082006	96.56907784
2.291383739	68.80735716
66.76931938	9.200465736
85.05958318	40.27913026
31.94677669	41.49827418
80.36554764	72.61068261
78.6279116	38.50640552
62.81927905	18.98106159
54.41222433	24.04009899
80.80907994	22.05537005
22.04596526	85.17025581
59.86747711	75.05841858
18.82536584	19.45917486
92.16081649	97.46529136
94.77150569	16.88522616
94.51825098	39.76119453
98.42055635	75.18354141
62.44791223	74.72165583
